ngram,freq_fg,relfreq_fg,freq_bg,relfreq_bg,phrase,inform,score
sec panelo,2,100,0,0.000328834,16.5113971,12.62512682,29.13652392
winning labas,2,100,0,0.000866927,16.5113971,11.65572626,28.16712336
crowds never,2,100,0,0.000577951,16.10593199,12.06119137,28.16712336
large crowds,2,100,0,0.000866927,16.5113971,11.65572626,28.16712336
next election,3,100,0,0.000442686,15.70046688,12.32782003,28.02828692
becomes full,2,100,0,0.000866927,16.10593199,11.65572626,27.76165825
wisely next,3,100,0,0.000577951,15.70046688,12.06119137,27.76165825
checked regularly,2,100,0,0.000866927,15.81824992,11.65572626,27.47397618
chupa valentines,2,100,0,0.000866927,15.81824992,11.65572626,27.47397618
bio weapon,3,100,0,0.000650195,15.41278481,11.94340834,27.35619314
ligtas laging,4,100,0,0.000770602,14.43195556,11.7735093,26.20546486
flat earther,2,100,0,0.008669267,16.5113971,9.353141171,25.86453827
magsuot mask,2,100,0,0.000433463,13.33334327,12.34887344,25.68221671
disappear hours,2,100,0,0.008669267,16.10593199,9.353141171,25.45907316
holding hands,2,100,0,0.000866927,13.67818375,11.65572626,25.33391002
mahina immune,2,100,0,0.000866927,13.51566482,11.65572626,25.17139109
matulog sapat,2,100,0,0.008669267,15.81824992,9.353141171,25.17139109
lumayo matataong,3,100,0,0.008669267,15.70046688,9.353141171,25.05360805
side mask,2,100,0,0.000866927,13.33334327,11.65572626,24.98906953
paghuhugas kamay,2,100,0,0.008669267,15.41278481,9.353141171,24.76592598
strengthen immune,3,100,0,0.000866927,13.11019972,11.65572626,24.76592598
matataong lugar,3,100,0,0.008669267,15.0073197,9.353141171,24.36046087
drowning water,2,100,0,0.008669267,14.63959492,9.353141171,23.99273609
clarifies covid,2,100,0,0.000866927,11.84325211,11.65572626,23.49897838
product china,2,100,0,0.008669267,14.11350182,9.353141171,23.466643
makaiwas covid,4,100,0,0.000577951,11.15010493,12.06119137,23.2112963
makakaiwas sakit,3,100,0,0.008669267,13.70803672,9.353141171,23.06117789
unclean hands,2,100,0,0.008669267,13.67818375,9.353141171,23.03132492
iboost immune,2,100,0,0.008669267,13.51566482,9.353141171,22.86880599
rep bayani,1,100,1,3.91368425,17.89769146,3.240690992,21.13838245
starting monday,1,100,1,4.500650195,17.89769146,3.100948312,20.99863977
watch subscribe,1,100,1,2.727982031,17.20454428,3.601608033,20.80615231
show generic,1,100,1,6.000693541,17.89769146,2.813295133,20.71098659
france show,1,100,1,6.923877163,17.89769146,2.67019429,20.56788575
drugs percent,1,100,1,7.500866927,17.89769146,2.590151582,20.48784304
rates dengue,1,100,1,9.000780234,17.89769146,2.40785892,20.30555038
mayor joy,1,100,3,9.355509879,17.89769146,2.369204724,20.26689618
crazy cop,1,100,1,10.00086693,17.89769146,2.302498404,20.20018986
crash landing,1,100,1,11.25086693,17.89769146,2.184725,20.08241646
boost immune,13,86.66666667,0,0.000866927,9.843306165,9.977608697,19.82091486
conference regarding,1,100,1,5.294882582,16.79907917,2.938429382,19.73750855
trials france,1,100,1,18.00086693,17.89769146,1.714750267,19.61244173
call center,1,100,1,4.091776018,16.28825355,3.196191076,19.48444462
church deals,1,100,3,22.30842586,17.89769146,1.500205738,19.3978972
relief goods,1,100,2,11.17713353,17.20454428,2.191300144,19.39584442
marikina rep,1,100,2,23.7506502,17.89769146,1.437560279,19.33525174
diseases high,1,100,1,5.000866927,16.28825355,2.995558903,19.28381245
tang inang,1,100,2,27.14310484,17.89769146,1.304047137,19.2017386
franchise abscbn,1,100,1,30.00086693,17.89769146,1.203943907,19.10163537
easily transmitted,1,100,1,15.00086693,17.20454428,1.897062191,19.10160647
confident konting,1,100,1,18.00086693,17.20454428,1.714750267,18.91929454
ports airports,1,100,2,38.00069354,17.89769146,0.967565775,18.86525723
cats dogs,1,100,2,38.00069354,17.89769146,0.967565775,18.86525723
drive away,1,100,1,8.182685109,16.28825355,2.503149836,18.79140338
bill gates,1,100,3,41.42919066,17.89769146,0.881184465,18.77887592
police military,1,100,2,14.61611817,16.79907917,1.923045282,18.72212445
coconut oil,1,100,1,45.00086693,17.89769146,0.798488431,18.69617989
bayani fernando,1,100,1,45.00086693,17.89769146,0.798488431,18.69617989
halatang halata,1,100,1,45.00086693,17.89769146,0.798488431,18.69617989
dutertes press,1,100,1,15.00086693,16.79907917,1.897062191,18.69614136
copy paste,1,100,2,47.50043346,17.89769146,0.744431349,18.64212281
presidential spokesperson,1,100,2,47.5006502,17.89769146,0.744426787,18.64211825
experts say,1,100,2,23.7506502,17.20454428,1.437560279,18.64210456
person even,2,100,1,2.000674276,14.71963763,3.911685924,18.63132355
main issue,1,100,1,4.500303424,15.49979619,3.101025364,18.60082155
kindly read,1,100,1,30.00086693,17.20454428,1.203943907,18.40848819
deals bishop,1,100,2,63.33391128,17.89769146,0.456749277,18.35444074
urge friends,1,100,1,11.25075856,16.10593199,2.184734632,18.29066662
lessen risk,1,100,1,15.00086693,16.28825355,1.897062191,18.18531574
cancellation due,1,100,1,12.85800978,16.10593199,2.051203239,18.15713523
biological warfare,3,75,0,0.008669267,11.34382705,6.799094324,18.14292138
pass message,2,66.66666667,0,0.000693541,10.46697792,7.648936471,18.11591439
ocean park,1,100,1,90.00086693,17.89769146,0.105350883,18.00304234
generic drugs,1,100,1,90.00086693,17.89769146,0.105350883,18.00304234
direct contact,1,100,1,30.00057795,16.79907917,1.203953539,18.00303271
praise god,1,100,1,30.00086693,16.79907917,1.203943907,18.00302308
general hospital,1,100,1,6.429376432,15.25863413,2.74429263,18.00292676
severe cases,1,100,1,5.625433463,14.90195919,2.877872181,17.77983137
percent via,1,100,1,30.00086693,16.5113971,1.203943907,17.715341
piece puzzle,2,66.66666667,0,0.000866927,10.19666785,7.500174104,17.69684195
rest world,1,100,3,13.81022561,15.70046688,1.979760882,17.68022776
never touch,2,66.66666667,0,0.000701798,10.0048798,7.641046833,17.64592663
issues like,1,100,1,6.92394385,14.95325248,2.670184658,17.62343714
necessary precautions,1,100,4,35.45517595,16.5113971,1.036900937,17.54829803
buong mundo,2,100,7,36.3161545,16.5113971,1.012907516,17.52430461
didnt know,1,100,2,11.17728652,15.3327421,2.191286456,17.52402856
mr president,1,100,4,48.75054183,16.79907917,0.718453874,17.51753304
depends number,1,100,1,22.5006502,15.95178131,1.49162598,17.44340729
address issue,1,100,2,14.6159848,15.49979619,1.923054407,17.42285059
holy week,1,100,3,41.42919066,16.5113971,0.881184465,17.39258156
yr old,1,100,1,90.00086693,17.20454428,0.105350883,17.30989516
hows situation,1,100,1,90.00086693,17.20454428,0.105350883,17.30989516
lighter note,1,100,1,90.00086693,17.20454428,0.105350883,17.30989516
hours survive,2,66.66666667,0,0.000777245,9.734569728,7.572973632,17.30754336
theres symptoms,2,66.66666667,0,0.00071394,9.631802608,7.629611447,17.26141406
fatality rate,1,100,5,98.00017339,17.20454428,0.020200938,17.22474522
philippine government,1,100,9,17.80050282,15.41278481,1.725943481,17.13872829
heal people,1,100,1,7.500650195,14.53039563,2.590180477,17.12057611
dengue hiv,1,100,1,45.00086693,16.28825355,0.798488431,17.08674198
fellow filipinos,1,100,4,32.50057795,15.95178131,1.123912314,17.07569362
1st case,1,100,7,23.00043346,15.59510637,1.469657124,17.06476349
taiwanese makati,1,100,2,63.33391128,16.5113971,0.456749277,16.96814637
spaces due,1,100,1,45.00086693,16.10593199,0.798488431,16.90442042
surfaces days,2,66.66666667,0,0.000866927,9.394019313,7.500174104,16.89419342
forget duterte,2,66.66666667,0,0.000722439,9.219109803,7.621721808,16.84083161
soap water,1,100,2,27.14360022,15.3327421,1.304028887,16.63677099
utang loob,1,100,1,90.00086693,16.5113971,0.105350883,16.61674798
caloocan city,1,100,1,30.00086693,15.41278481,1.203943907,16.61672872
swine flu,1,100,3,72.50043346,16.28825355,0.321577645,16.60983119
kainin nyo,2,66.66666667,0,0.000866927,9.040267145,7.500174104,16.54044125
pinoys like,2,66.66666667,0,0.000866927,8.966116722,7.500174104,16.46629083
related death,3,100,3,10.74144713,14.23412981,2.231060364,16.46519018
vote wisely,3,100,2,47.50043346,15.70046688,0.744431349,16.44489823
coming people,2,66.66666667,0,0.000671169,8.684212155,7.670796353,16.35500851
pres duterte,1,100,3,36.2506502,15.3327421,1.014712868,16.34745497
enhanced community,2,100,10,61.87537928,15.81824992,0.480047835,16.29829775
magkaroon coronavirus,1,100,1,7.500722439,13.58020335,2.590170845,16.17037419
hugas kamay,1,100,2,95.00043346,16.10593199,0.051288732,16.15722072
maghugas kamay,1,100,2,95.00043346,16.10593199,0.051288732,16.15722072
hold hands,1,100,1,18.00086693,14.37133093,1.714750267,16.0860812
oranges apples,2,66.66666667,0,0.008669267,10.0048798,5.965117375,15.96999718
awhile ago,2,66.66666667,0,0.008669267,10.0048798,5.965117375,15.96999718
mandaluyong city,1,100,3,58.00052016,15.41278481,0.544718207,15.95750302
south korea,2,100,29,96.33339113,15.81824992,0.037355187,15.8556051
lots water,2,100,1,30.00086693,14.63959492,1.203943907,15.84353883
ethyl alcohol,3,75,0,0.008669267,8.981414837,6.799094324,15.78050916
threat covid,1,100,2,4.318832013,12.53639929,3.142185188,15.67858448
box alcohol,2,66.66666667,0,0.000866927,8.09674588,7.500174104,15.59691998
bleach solution,2,66.66666667,0,0.008669267,9.631802608,5.965117375,15.59691998
staying home,2,100,3,41.42919066,14.56548695,0.881184465,15.44667141
mineral water,1,100,1,90.00086693,15.3327421,0.105350883,15.43809298
matapos covid,1,100,1,6.000693541,12.53639929,2.813295133,15.34969443
educating people,1,100,1,45.00086693,14.53039563,0.798488431,15.32888406
tigilan mo,1,100,1,45.00086693,14.43195556,0.798488431,15.23044399
isama mo,1,100,1,45.00086693,14.43195556,0.798488431,15.23044399
malakas resistensya,3,60,0,0.000866927,8.500794006,6.686940384,15.18773439
weak immune,1,100,2,38.00052016,14.208812,0.967570338,15.17638234
sosyal distancing,2,66.66666667,0,0.008669267,9.08068356,5.965117375,15.04580093
let us,3,100,26,50.78473869,14.31417252,0.677574296,14.99174682
observe proper,3,100,3,41.42919066,14.09102897,0.881184465,14.97221343
mainland chinx,1,50,0,8.67E-05,8.255698549,6.632582088,14.88828064
amid covid,1,100,5,9.800381448,12.53639929,2.322748878,14.85914817
pagkalat covid,1,100,1,10.00057795,12.53639929,2.3025273,14.83892659
ubusan mask,1,100,1,45.00086693,14.02649045,0.798488431,14.82497888
quezon city,2,100,16,93.52951376,14.71963763,0.066893144,14.78653077
naniniwala coronavirus,1,100,1,30.00086693,13.58020335,1.203943907,14.78414725
surgical mask,1,100,7,49.2860239,14.02649045,0.707529636,14.73402008
female chinese,1,100,2,63.33391128,14.16002184,0.456749277,14.61677112
market ipagtangol,1,50,0,0.000156047,8.255698549,6.338688756,14.5943873
market planned,1,50,0,0.000156047,8.255698549,6.338688756,14.5943873
nagpositive covid,1,100,1,15.00086693,12.53639929,1.897062191,14.43346148
bumababa immune,1,100,1,90.00086693,14.208812,0.105350883,14.31416289
palakasin immune,2,100,1,45.00086693,13.51566482,0.798488431,14.31415326
updates covid,1,100,6,17.35352763,12.53639929,1.751374379,14.28777367
itong covid,1,100,2,19.00078023,12.53639929,1.660690143,14.19708944
inang virus,1,100,2,63.33391128,13.73880838,0.456749277,14.19555765
isopropyl alcohol,2,100,1,30.00086693,12.95604904,1.203943907,14.15999294
community quarantine,4,100,38,62.13137493,13.67818375,0.475919092,14.15410285
loved protected,1,50,0,0.000133373,7.706392404,6.41719063,14.12358303
mass transportation,1,50,0,0.000416125,8.255698549,5.848274129,14.10397268
cool lighter,1,50,0,0.000433463,8.255698549,5.827863132,14.08356168
shaking brilyante,1,50,0,0.000433463,8.255698549,5.827863132,14.08356168
fever difficulty,1,50,0,0.000433463,8.255698549,5.827863132,14.08356168
blown alchohlics,1,50,0,0.000433463,8.255698549,5.827863132,14.08356168
contracting covid,1,100,1,22.5006502,12.53639929,1.49162598,14.02802527
mahawa inhalation,1,50,0,0.000505707,8.255698549,5.750787792,14.00648634
across borders,1,50,0,0.000505707,8.255698549,5.750787792,14.00648634
reasons curable,1,50,0,0.000520156,8.255698549,5.736702353,13.9924009
thank ivvitaminbar,1,50,0,0.000556142,8.255698549,5.703255236,13.95895378
physical barrier,1,50,0,0.000577951,8.255698549,5.684022096,13.93972064
germs bacteria,1,50,0,0.000577951,8.255698549,5.684022096,13.93972064
amidst present,1,50,0,0.000577951,8.255698549,5.684022096,13.93972064
shall sing,1,50,0,0.00058951,8.255698549,5.674120782,13.92981933
lol ashfall,1,50,0,0.000596012,8.255698549,5.668636266,13.92433481
together defeat,1,50,0,0.00060018,8.255698549,5.665151932,13.92085048
together cooperate,1,50,0,0.00060018,8.255698549,5.665151932,13.92085048
despite efforts,1,50,0,0.000603079,8.255698549,5.662742288,13.91844084
hi potent,1,50,0,0.000619233,8.255698549,5.64952566,13.90522421
everything blocking,1,50,0,0.000624187,8.255698549,5.645541575,13.90124012
worldwide drinking,1,50,0,0.000630492,8.255698549,5.640516407,13.89621496
worldwide nastier,1,50,0,0.000630492,8.255698549,5.640516407,13.89621496
lab nanay,1,50,0,0.000650195,8.255698549,5.625130578,13.88082913
lab sample,1,50,0,0.000650195,8.255698549,5.625130578,13.88082913
read several,1,50,0,0.000654618,8.255698549,5.621740734,13.87743928
bad karma,1,50,0,0.000658864,8.255698549,5.618507964,13.87420651
pls explain,1,50,0,0.000660516,8.255698549,5.617256399,13.87295495
area plus,1,50,0,0.000674276,8.255698549,5.606946756,13.8626453
area nagpa,1,50,0,0.000674276,8.255698549,5.606946756,13.8626453
team gloomy,1,50,0,0.000685477,8.255698549,5.598709337,13.85440789
weeks hardwork,1,50,0,0.000685477,8.255698549,5.598709337,13.85440789
team leader,1,50,0,0.000685477,8.255698549,5.598709337,13.85440789
eating ass,1,50,0,0.000693541,8.255698549,5.592861317,13.84855987
biglang kumana,1,50,0,0.000693541,8.255698549,5.592861317,13.84855987
covid19 pinagsamang,1,50,0,0.000693541,8.255698549,5.592861317,13.84855987
biglang maghimala,1,50,0,0.000693541,8.255698549,5.592861317,13.84855987
lalamunan oppsss,1,50,0,0.000693541,8.255698549,5.592861317,13.84855987
n95 surgical,1,50,0,0.000693541,8.255698549,5.592861317,13.84855987
months depends,1,50,0,0.00071394,8.255698549,5.578367549,13.8340661
months probably,1,50,0,0.00071394,8.255698549,5.578367549,13.8340661
open arms,1,50,0,0.000722439,8.255698549,5.57245032,13.82814887
highly respected,1,50,0,0.000722439,8.255698549,5.57245032,13.82814887
great multiplier,1,50,0,0.000730044,8.255698549,5.56721467,13.82291322
hello prof,1,50,0,0.000730044,8.255698549,5.56721467,13.82291322
great weekend,1,50,0,0.000730044,8.255698549,5.56721467,13.82291322
workers factor,1,50,0,0.000732071,8.255698549,5.565827707,13.82152626
fact dagsa,1,50,0,0.000733553,8.255698549,5.564816584,13.82051513
friday kasing,1,50,0,0.000733553,8.255698549,5.564816584,13.82051513
australia taiwan,1,50,0,0.000738493,8.255698549,5.561460867,13.81715942
persons mouth,1,50,0,0.00037154,7.909124958,5.904938472,13.81406343
calamity amid,1,50,0,0.00074308,8.255698549,5.558364881,13.81406343
love lazy,1,50,0,0.00074652,8.255698549,5.556055409,13.81175396
love handles,1,50,0,0.00074652,8.255698549,5.556055409,13.81175396
effective pagiwas,1,50,0,0.000748709,8.255698549,5.554591279,13.81028983
security tenure,1,50,0,0.000751337,8.255698549,5.552839963,13.80853851
real remain,1,50,0,0.000753849,8.255698549,5.551170513,13.80686906
shot small,1,50,0,0.000758561,8.255698549,5.548055238,13.80375379
twice nov,1,50,0,0.000758561,8.255698549,5.548055238,13.80375379
yes mistaken,1,50,0,0.000758561,8.255698549,5.548055238,13.80375379
grocery estante,1,50,0,0.000758561,8.255698549,5.548055238,13.80375379
common courtesy,1,50,0,0.000758561,8.255698549,5.548055238,13.80375379
see abdu,1,50,0,0.000770602,8.255698549,5.540181059,13.79587961
took lives,1,50,0,0.000770602,8.255698549,5.540181059,13.79587961
singapore napabagal,1,50,0,0.000774042,8.255698549,5.537953884,13.79365243
singapore sinasabi,1,50,0,0.000774042,8.255698549,5.537953884,13.79365243
hk disneyland,1,50,0,0.000775671,8.255698549,5.536902359,13.79260091
suspend nationwide,1,50,0,0.000780234,8.255698549,5.533969799,13.78966835
sya raulo,1,50,0,0.000780234,8.255698549,5.533969799,13.78966835
saying agree,1,50,0,0.000784362,8.255698549,5.531331271,13.78702982
must perceptive,1,50,0,0.000788115,8.255698549,5.528944631,13.78464318
say cantain,1,50,0,0.000788115,8.255698549,5.528944631,13.78464318
big failure,1,50,0,0.000794683,8.255698549,5.52479523,13.78049378
big festivities,1,50,0,0.000794683,8.255698549,5.52479523,13.78049378
qc mayor,1,50,0,0.000805003,8.255698549,5.518343528,13.77404208
siguro kalusugan,1,50,0,0.000809132,8.255698549,5.515785977,13.77148453
bang honest,1,50,0,0.000809132,8.255698549,5.515785977,13.77148453
nationals entering,1,50,0,0.000809132,8.255698549,5.515785977,13.77148453
nationals nakasama,1,50,0,0.000809132,8.255698549,5.515785977,13.77148453
official suppose,1,50,0,0.000812744,8.255698549,5.513558802,13.76925735
official claim,1,50,0,0.000812744,8.255698549,5.513558802,13.76925735
buti magsummer,1,50,0,0.000818764,8.255698549,5.509868748,13.7655673
doctor metropolitan,1,50,0,0.000821299,8.255698549,5.508323152,13.7640217
doctor previous,1,50,0,0.000821299,8.255698549,5.508323152,13.7640217
things conclude,1,50,0,0.00082358,8.255698549,5.506936189,13.76263474
following herbs,1,50,0,0.000825645,8.255698549,5.505684624,13.76138317
vlog watch,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hanggat nagpositive,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
someone blame,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
umubo siszt,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
madali madale,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
madali gamutin,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
literally send,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
called educating,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
masama atleast,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kalat ginuu,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
meaning nadapuan,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
immediately tweet,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
gives tight,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
xi fa,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
mong kaofficemate,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
diet improves,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
handwashing rubbing,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
apocalypse omgggggg,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
pwedeng matabunan,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
done weaken,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
gising mejo,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
done claiming,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
almost half,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
dyan manahimik,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
iingat kapamilya,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
internet cult,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
saturday morning,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hoax glad,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
ready barilin,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
article 4am,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
iingat dios,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
droplets contrary,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
briefings mabisang,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kiss singhot,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
boss location,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
xi users,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
shut tf,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
citizens immunized,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
nurse nagsabi,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
watched dutertes,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
mang inasal,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
process reckoning,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
transmitted direct,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
basically aantayin,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
likely compairing,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
seryoso jogging,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
pasyente hangal,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kase pinagpipilitan,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
weve survived,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
barangay isama,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
tpos sasabihin,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hilig late,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
daan paging,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
reality iisa,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
whatsapp forward,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
mom nagkakaubusan,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
low fatality,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
spray sprayan,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
subscribe youtube,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
article newsweek,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
nagconfirm halatang,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
stopped touching,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hirap magkasakit,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
totoong figures,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
tea pilates,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
literally gon,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
weather helps,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hoy magkaroon,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
dose germ,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kasama malabo,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
dead minute,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
word administration,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
mayaman bitamina,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
reading polisiyang,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
dose ascorbic,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
eventually booger,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
mahawaan magdiriwang,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
ulit pagod,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
daming pilipino,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
mamamayan pinaingay,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
sometimes critics,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kundi katabi,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kaming marurupok,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
bukod proteksyon,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
noticed politicians,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
unless intent,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
bumili madmi,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
konting kembot,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
articles written,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
meet mirriams,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
whatsapp forwards,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
saturday sunday,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
meet greet,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
sanitary napkin,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
dangerous times,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
nawala bc,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
comparing rabies,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
message patayin,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
ayun magmask,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
ngang sws,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
moa sksksk,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
precaution preventive,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
kase opinion,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
madami madadali,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
barangay cold,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
education bitches,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
naming magkakaklase,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
left overthinking,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hangin bsmt,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
demand action,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
immediately suggest,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
resident nutritionist,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
thoroughly drown,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
attack somewhere,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
antibodies molecular,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
naalala ing,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
daming sumusingit,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
ligo beh,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
magiging prone,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
naming kapitbahay,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
ngayun peor,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
naalala contagion,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
versus taal,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
antibodies activate,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
aint helping,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
hirap makisama,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
padin mareng,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
paniki nireresearch,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
party alistair,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
game padamihan,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
madami officemate,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
pinag oojt,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
tara malagay,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
padin pinaka,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
bwisit ksi,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
whos delay,1,50,0,0.000866927,8.255698549,5.481289542,13.73698809
wtf tatay,1,50,0,0.000472869,7.909124958,5.784357443,13.6934824
years gives,1,50,0,0.000481626,7.909124958,5.775182874,13.68430783
enter facility,1,50,0,0.000520156,7.909124958,5.736702353,13.64582731
enter lungs,1,50,0,0.000520156,7.909124958,5.736702353,13.64582731
